iter	RMSE
1683	104.0431038
1684	104.0385871
1685	104.0121863
1686	103.9784439
1687	103.9470104
1688	103.9451801
1689	103.9373368
1690	103.9058667
1691	103.8875688
1692	103.8683617
1693	103.8404062
1694	103.8320016
1695	103.8277604
1696	103.8136793
1697	103.8023311
1698	103.7926147
1699	103.7860656
1700	103.775422
1701	103.7682458
1702	103.7619245
1703	103.7288694
1704	103.7194838
1705	103.7082957
1706	103.7068794
1707	103.6869547
1708	103.6642074
1709	103.6367686
1710	103.6021483
1711	103.5869777
1712	103.5790779
1713	103.5578863
1714	103.556688
1715	103.5547186
1716	103.528825
1717	103.486014
1718	103.4813539
1719	103.464734
1720	103.457396
1721	103.4532506
1722	103.4254705
1723	103.4009336
1724	103.3930284
1725	103.3864576
1726	103.3534924
1727	103.3433741
1728	103.3349679
1729	103.3331058
1730	103.3229852
1731	103.3118076
1732	103.302164
1733	103.3002201
1734	103.2861028
1735	103.2837119
1736	103.2797699
1737	103.2440591
1738	103.2355639
1739	103.2332274
1740	103.2250089
1741	103.2124756
1742	103.2055752
1743	103.197353
1744	103.1754024
1745	103.1738371
1746	103.1557788
1747	103.137683
1748	103.1234351
1749	103.1156776
1750	103.1133424
1751	103.1025873
1752	103.1012519
1753	103.0935993
1754	103.0251527
1755	103.0052083
1756	102.9754603
1757	102.9717424
1758	102.9451998
1759	102.9380361
1760	102.9199052
1761	102.8994577
1762	102.8979994
1763	102.8873867
1764	102.8755312
1765	102.8646441
1766	102.8604656
1767	102.8503424
1768	102.8457893
1769	102.8267345
1770	102.8245736
1771	102.8190675
1772	102.7811438
1773	102.7699022
1774	102.7554551
1775	102.7466419
1776	102.7441497
1777	102.7360676
1778	102.726031
1779	102.6893995
1780	102.6786128
1781	102.675549
1782	102.6682998
1783	102.658234
1784	102.6557104
1785	102.6537604
1786	102.6497663
1787	102.6373048
1788	102.6355537
1789	102.6336875
1790	102.6223051
1791	102.6110375
1792	102.6060107
1793	102.5725991
1794	102.5635995
1795	102.5578187
1796	102.5561201
1797	102.5489523
1798	102.5428309
1799	102.5382916
1800	102.537968
1801	102.5058706
1802	102.4916868
1803	102.4818883
1804	102.4577425
1805	102.4494287
1806	102.4448056
1807	102.4220104
1808	102.4180227
1809	102.4091457
1810	102.3925676
1811	102.3842265
1812	102.3775537
1813	102.3576394
1814	102.3486283
1815	102.3440748
1816	102.341085
1817	102.3230651
1818	102.3136551
1819	102.31091
1820	102.303683
1821	102.293163
1822	102.2854486
1823	102.2817446
1824	102.2778149
1825	102.2561904
1826	102.2551927
1827	102.2194248
1828	102.2147408
1829	102.2034442
1830	102.2023771
1831	102.1947135
1832	102.1942987
1833	102.1929831
1834	102.1837571
1835	102.1807117
1836	102.1716979
1837	102.1560336
1838	102.1445405
1839	102.1371728
1840	102.1337088
1841	102.1274258
1842	102.0972474
1843	102.0763689
1844	102.0662697
1845	102.0497533
1846	102.0319607
1847	102.0199054
1848	102.0078993
1849	102.0005164
1850	101.9918864
1851	101.991158
1852	101.9790436
1853	101.959254
1854	101.9475532
1855	101.9229391
1856	101.908934
1857	101.9005944
1858	101.8911855
1859	101.8896922
1860	101.8723127
1861	101.869014
1862	101.8497085
1863	101.8405934
1864	101.8339357
1865	101.8331586
1866	101.8157432
1867	101.7845476
1868	101.7604175
1869	101.7511853
1870	101.7406632
1871	101.7372495
1872	101.7272774
1873	101.6841392
1874	101.6753103
1875	101.6653773
1876	101.6595019
1877	101.6352186
1878	101.6123001
1879	101.5886513
1880	101.5827224
1881	101.5513164
1882	101.5390495
1883	101.5355941
1884	101.5351755
1885	101.5237009
1886	101.5194537
1887	101.5155326
1888	101.4757861
1889	101.4653789
1890	101.459389
1891	101.4418945
1892	101.4282825
1893	101.4212632
1894	101.4123602
1895	101.4067428
1896	101.388929
1897	101.3880104
1898	101.3805557
1899	101.3506953
1900	101.3460771
1901	101.3409804
1902	101.3330136
1903	101.3174678
1904	101.3041682
1905	101.3019771
1906	101.2929345
1907	101.2875536
1908	101.2839514
1909	101.2787223
1910	101.2744603
1911	101.2664297
1912	101.2516416
1913	101.2405239
1914	101.2190378
1915	101.2168996
1916	101.2075736
1917	101.201161
1918	101.200539
1919	101.1799896
1920	101.1665999
1921	101.1602813
1922	101.1491679
1923	101.1343124
1924	101.1058961
1925	101.1002447
1926	101.06443
1927	101.036368
1928	101.0201458
1929	101.0126683
1930	101.0043235
1931	100.9997506
1932	100.9988177
1933	100.9945565
1934	100.9314078
1935	100.9180224
1936	100.9077417
1937	100.9061605
1938	100.8897979
1939	100.883062
1940	100.8756051
1941	100.8283495
1942	100.8192953
1943	100.7982802
1944	100.7933439
1945	100.7677268
1946	100.7422682
1947	100.7393394
1948	100.7298261
1949	100.7205311
1950	100.6864866
1951	100.6696508
1952	100.6628654
1953	100.6573286
1954	100.6515436
1955	100.641306
1956	100.6185484
1957	100.5926803
1958	100.5749755
1959	100.5600759
1960	100.5589851
1961	100.5430235
1962	100.5356094
1963	100.5210191
1964	100.5134546
1965	100.4863933
1966	100.4765202
1967	100.475808
1968	100.4452707
1969	100.4305942
1970	100.419457
1971	100.4122693
1972	100.3337253
1973	100.3271574
1974	100.3060594
1975	100.2934732
1976	100.2921411
1977	100.2900703
1978	100.2837095
1979	100.2677465
1980	100.2574768
1981	100.2546479
1982	100.2484994
1983	100.2475926
1984	100.2469778
1985	100.2332784
1986	100.2167918
1987	100.2071518
1988	100.2018277
1989	100.1862534
1990	100.1749028
1991	100.1702767
1992	100.1661909
1993	100.1231696
1994	100.1147958
1995	100.1142738
1996	100.111624
1997	100.1040522
1998	100.0909679
1999	100.0821899
